['月', 'm', 24590]
['雁衔', 'nr', 1]
['拜金', 'n', 1]
['点将', 'n', 1]
['栖', 'vg', 1]
['皮肉', 'n', 1]
['用途', 'n', 1]
['讲明', 'v', 1]
['大亚湾', 'ns', 1]
['五常', 't', 1]
['龄', 'zg', 1]
['冰融', 'n', 1]
['烦劳', 'a', 1]
['喔', 'e', 1]
['郊野', 'n', 1]
['云梦泽', 'nr', 1]
['赢得', 'v', 1]
['唱响', 'n', 1]
['持衡', 'a', 1]
['相映', 'v', 1]
['散文', 'n', 1]
['钞', 'ng', 1]
['家珍', 'nr', 1]
['柔软', 'a', 1]
['洛水', 'ns', 1]
['车车', 'n', 1]
['实用', 'v', 1]
['易地', 'n', 1]
['城子', 'n', 1]
['立雪', 'nr', 1]
['需求', 'v', 1]
['喜乐', 'ns', 1]
['百色', 'n', 1]
['深意', 'v', 1]
['齐开', 'nr', 1]
['道情', 'n', 1]
['口吃', 'n', 1]
['旧迹', 'n', 1]
['竹笛', 'n', 1]
['润花', 'n', 1]
['逶迤', 'z', 1]
['小镇', 'nr', 1]
['里程', 'n', 1]
['饕餮', 'n', 1]
['歌颂', 'v', 1]
['祝君', 'nr', 1]
['费劲', 'a', 1]
['深宵', 'n', 1]
['解酒', 'v', 1]
['残日', 't', 1]
['家族', 'nz', 1]
['飞禽', 'n', 1]
['流程', 'n', 1]
['三皇', 'nz', 1]
['落泪', 'v', 1]
['糟糠', 'v', 1]
['风险', 'n', 1]
['香囊', 'n', 1]
['前', 'f', 1]
['寒雁', 'nr', 1]
['和', 'c', 1]
['绣出', 'v', 1]
['全面', 'n', 1]
['波静', 'nr', 1]
['看重', 'v', 1]
['虚妄', 'a', 1]
['风标', 'n', 1]
['笔健', 'n', 1]
['不难', 'd', 1]
['湖心', 'n', 1]
['两度', 'm', 1]
['臣子', 'n', 1]
['抬头', 'v', 1]
['元音', 'n', 1]
['轰轰', 'v', 1]
['藏宝', 'nz', 1]
['分离', 'v', 1]
['西瓜', 'ns', 1]
['顺和', 'nz', 1]
['跃进', 'v', 1]
['飞流', 'n', 1]
['翻车', 'v', 1]
['雨', 'n', 1]
['株', 'q', 1]
['西部', 'f', 1]
['常青', 'nr', 1]
['求神', 'v', 1]
['画画', 'n', 1]
['女', 'b', 1]
['请罪', 'v', 1]
['煲', 'v', 1]
['装修', 'v', 1]
['成山', 'ns', 1]
['客串', 'n', 1]
['界', 'n', 1]
['雪', 'n', 1]
['起', 'v', 1]
['找牙', 'v', 1]
['神威', 'n', 1]
['琴音', 'n', 1]
['菲', 'ns', 1]
['得益', 'v', 1]
['雄师', 'n', 1]
['烧钱', 'v', 1]
['森列', 'n', 1]
['十二时', 't', 1]
['边防', 'n', 1]
['求实', 'v', 1]
['上课', 'v', 1]
['仙葩', 'n', 1]
['棍', 'zg', 1]
['人寿', 'n', 1]
['由此', 'c', 1]
['大', 'a', 1]
['通利', 'n', 1]
['核能', 'n', 1]
['仙井', 'n', 1]
['凤', 'nr', 1]
['草荒', 'n', 1]
['关平', 'n', 1]
['一任', 'm', 1]
['仪狄', 'nr', 1]
['枯藤', 'n', 1]
['林疏', 'nr', 1]
['冰开', 'nr', 1]
['沐浴', 'v', 1]
['男人', 'n', 1]
['大麻', 'n', 1]
['雪耻', 'n', 1]
['冠冕', 'n', 1]
['轻吟', 'z', 1]
['桐', 'ns', 1]
['恢', 'zg', 1]
['意兴', 'ns', 1]
['层云', 'n', 1]
['疏帘', 'n', 1]
['桧', 'g', 1]
['观鱼', 'n', 1]
['大悟', 'n', 1]
['谷城', 'ns', 1]
['批文', 'n', 1]
['垂钩', 'v', 1]
['网吧', 'n', 1]
['俊秀', 'a', 1]
['长命', 'nz', 1]
['铸金', 'n', 1]
['固本', 'a', 1]
['梦正甜', 'nr', 1]
['竹藤', 'nz', 1]
['围棋', 'v', 1]
['联防', 'v', 1]
['晕头', 'v', 1]
['多', 'm', 1]
['正名', 'a', 1]
['春', 'tg', 1]
['宪法', 'n', 1]
['狗肉', 'n', 1]
['托人', 'nrt', 1]
['甘浆', 'n', 1]
['避俗', 'v', 1]
['寨', 'ng', 1]
['惊', 'v', 1]
['升华', 'nz', 1]
['枕', 'n', 1]
['神话', 'n', 1]
['须', 'd', 1]
['穷胜事', 'i', 1]
['虎子', 'n', 1]
['文', 'n', 1]
['锦裳', 'n', 1]
['满屏', 'nr', 1]
['紫竹', 'nr', 1]
['缠绕', 'v', 1]
['俯视', 'v', 1]
['余', 'm', 1]
['鸟', 'n', 1]
['得', 'ud', 1]
['结核', 'n', 1]
['牛得草', 'nr', 1]
['避', 'v', 1]
['主张', 'n', 1]
['松窗', 'n', 1]
['诵经', 'v', 1]
['乐业', 'n', 1]
['三岔', 'b', 1]
['瘦身', 'n', 1]
['钻营', 'n', 1]
['千叠', 'm', 1]
['为', 'p', 1]
['诱人', 'n', 1]
['飞', 'v', 1]
['承传', 'v', 1]
['欠钱', 'v', 1]
['绸缎', 'n', 1]
['来', 'v', 1]
['云浪', 'nz', 1]
['戏', 'n', 1]
['掌权', 'n', 1]
['海波', 'n', 1]
['春寒', 't', 1]
['水影', 'n', 1]
['娇娃', 'n', 1]
['孺', 'n', 1]
['恶语', 'n', 1]
['长', 'a', 1]
['来', 'v', 1]
['难', 'a', 1]
['志向', 'n', 1]
['三湾', 'ns', 1]
['林彪', 'nr', 1]
['大车', 'n', 1]
['新朋', 'n', 1]
['生还', 'v', 1]
['先民', 'n', 1]
['危难', 'an', 1]
['冰凝', 'n', 1]
['庭际', 'n', 1]
['补阙', 'n', 1]
['超载', 'v', 1]
['影', 'vn', 1]
['乱性', 'n', 1]
['羔', 'n', 1]
['射鸭', 'n', 1]
['响亮', 'a', 1]
['狼毫', 'n', 1]
['民国', 'n', 1]
['聒', 'zg', 1]
['心血', 'n', 1]
['清', 't', 1]
['风车', 'n', 1]
['类别', 'n', 1]
['瓦工', 'n', 1]
['薯', 'zg', 1]
['酬宾', 'n', 1]
['惊梦', 'v', 1]
['生民', 'n', 1]
['陷阵', 'v', 1]
['心', 'n', 1]
['玉立', 'nr', 1]
['正中', 'd', 1]
['方', 'n', 1]
['幕天', 'n', 1]
['文山', 'n', 1]
['百里香', 'n', 1]
['争战', 'v', 1]
['行空', 'n', 1]
['芭蕉', 'n', 1]
['固国', 'ns', 1]
['武林', 'nr', 1]
['健', 'a', 1]
['霎时', 't', 1]
['陪客', 'n', 1]
['养子', 'n', 1]
['村舍', 'n', 1]
['力量', 'n', 1]
['固', 'j', 1]
['僻', 'ag', 1]
['珍珠', 'n', 1]
['汾河', 'ns', 1]
['得', 'ud', 1]
['汉水', 'nz', 1]
['石', 'ng', 1]
['事物', 'n', 1]
['店主', 'n', 1]
['在', 'p', 1]
['春辉', 'nr', 1]
['逃名', 'v', 1]
['每天', 'r', 1]
['酱油', 'n', 1]
['纱帽', 'n', 1]
['钩藤', 'n', 1]
['结构', 'n', 1]
['新区', 'ns', 1]
['世尘', 'n', 1]
['炸', 'n', 1]
['遁形', 'v', 1]
['妩媚', 'a', 1]
['里面', 'f', 1]
['华', 'ns', 1]
['截', 'v', 1]
['推移', 'v', 1]
['女娲', 'n', 1]
['撇', 'zg', 1]
['引泉', 'n', 1]
['胜败', 'v', 1]
['旅人', 'n', 1]
['餐霞', 'n', 1]
['云', 'n', 1]
['寒灯', 'n', 1]
['狗眼', 'n', 1]
['日语', 'nz', 1]
['春帆', 'nr', 1]
['名', 'q', 1]
['青菜', 'n', 1]
['郯城', 'ns', 1]
['精气', 'n', 1]
['家', 'q', 1]
['化解', 'v', 1]
['照临', 'v', 1]
['惧', 'v', 1]
['红', 'a', 1]
['承露', 'v', 1]
['秦汉', 'nr', 1]
['纠纷', 'n', 1]
['前山', 'n', 1]
['吉时', 'ns', 1]
['永存', 'nr', 1]
['噪', 'ng', 1]
['人', 'n', 1]
['袜', 'n', 1]
['爆竹声', 'n', 1]
['衣单', 'n', 1]
['勤苦', 'a', 1]
['永宁', 'ns', 1]
['桩', 'q', 1]
['莹', 'nr', 1]
['帅气', 'n', 1]
['媳', 'n', 1]
['锦绣', 'n', 1]
['挥戈', 'v', 1]
['钓竿', 'n', 1]
['名片', 'n', 1]
['烟锁', 'n', 1]
['乱来', 'v', 1]
['歼', 'v', 1]
['新', 'a', 1]
['煎熬', 'v', 1]
['玉杵', 'nr', 1]
['抖擞', 'v', 1]
['喃喃', 'o', 1]
['倾斜', 'v', 1]
['迅', 'zg', 1]
['霹', 'n', 1]
['是否', 'v', 1]
['五日', 't', 1]
['褪', 'v', 1]
['厚意', 'n', 1]
['疑为', 'v', 1]
['清香', 'nr', 1]
['陋习', 'n', 1]
['楚国', 'ns', 1]
['岁暮', 't', 1]
['槿', 'x', 1]
['攒眉', 'v', 1]
['相似', 'v', 1]
['外方', 'f', 1]
['党派', 'n', 1]
['随机', 'd', 1]
['罪过', 'n', 1]
['纤尘', 'n', 1]
['往后', 't', 1]
['滋滋', 'nz', 1]
['灵官', 'n', 1]
['哥们', 'n', 1]
['仙洞', 'n', 1]
['五言', 'n', 1]
['三岁', 'm', 1]
['毋忘', 'nr', 1]
['着眼', 'd', 1]
['六甲', 'ns', 1]
['黍', 'ng', 1]
['程咬金', 'n', 1]
['送花', 'v', 1]
['情殇', 'n', 1]
['长', 'a', 1]
['提', 'v', 1]
['长岭', 'ns', 1]
['典型', 'n', 1]
['花痴', 'n', 1]
['好坏', 'v', 1]
['章句', 'n', 1]
['筑路', 'nz', 1]
['肥猪', 'n', 1]
['舰', 'ng', 1]
['梵天', 'nz', 1]
['人', 'n', 1]
['走出', 'v', 1]
['稀', 'a', 1]
['槐树', 'n', 1]
['拆', 'v', 1]
['寂寞', 'a', 1]
['六度', 'ns', 1]
['邻居', 'v', 1]
['匪气', 'n', 1]
['勾引', 'v', 1]
['在世', 'nrt', 1]
['经', 'n', 1]
['菜根', 'n', 1]
['慌张', 'a', 1]
['废话', 'n', 1]
['炭', 'n', 1]
['翻翻', 'v', 1]
['老龙', 'nr', 1]
['首创', 'n', 1]
['高扬', 'nr', 1]
['大米', 'm', 1]
['好评', 'v', 1]
['心窍', 'n', 1]
['荒芜', 'a', 1]
['一班', 'm', 1]
['归休', 'v', 1]
['超然', 'b', 1]
['街', 'n', 1]
['榴', 'n', 1]
['阿哥', 'ns', 1]
['雅集', 'ns', 1]
['古怪', 'a', 1]
['长路', 'ns', 1]
['焰', 'n', 1]
['冠军', 'n', 1]
['车马', 'n', 1]
['行踪', 'v', 1]
['打黑', 'v', 1]
['岁', 'm', 1]
['会意', 'n', 1]
['百金', 'n', 1]
['竹', 'ng', 1]
['水河', 'n', 1]
['许仙', 'nr', 1]
['试卷', 'n', 1]
['披云', 'i', 1]
['淡薄', 'a', 1]
['北疆', 'ns', 1]
['寥寥', 'z', 1]
['帮忙', 'v', 1]
['耨', 'g', 1]
['虎气', 'n', 1]
['闇', 'zg', 1]
['蹉', 'v', 1]
['看透', 'v', 1]
['辞岁', 'n', 1]
['交杯', 'n', 1]
['瓞', 'x', 1]
['金盘', 'n', 1]
['融雪', 'vn', 1]
['回', 'v', 1]
['傻瓜', 'n', 1]
['漫山', 'ns', 1]
['劲松', 'n', 1]
['开', 'v', 1]
['固穷', 'a', 1]
['雕梁', 'n', 1]
['折旧', 'v', 1]
['缘何', 'r', 1]
['标准', 'n', 1]
['镜匣', 'n', 1]
['朝云', 'ns', 1]
['自问', 'v', 1]
['救灾', 'vn', 1]
['无怪', 'v', 1]
['禄位', 'n', 1]
['觚', 'ng', 1]
['浪迹', 'n', 1]
['冰', 'n', 1]
['长者', 'n', 1]
['筋骨', 'n', 1]
['百二', 'm', 1]
['放水', 'v', 1]
['招财', 'v', 1]
['伯仲', 'nr', 1]
['摇钱树', 'n', 1]
['辑', 'q', 1]
['飞刀', 'n', 1]
['魏碑', 'nr', 1]
['石刻', 'n', 1]
['天阴', 'ns', 1]
['克难', 'nr', 1]
['回环', 'vn', 1]
['杂念', 'n', 1]
['光复', 'v', 1]
['后卫', 'n', 1]
['烈烈', 'n', 1]
['叶公', 'nr', 1]
['初移', 'v', 1]
['含风', 'n', 1]
['韭', 'n', 1]
['芟', 'v', 1]
['贩子', 'n', 1]
['多', 'm', 1]
['陌', 'a', 1]
['逆行', 'v', 1]
['忘归', 'v', 1]
['璋', 'g', 1]
['尽善', 'v', 1]
['弄', 'v', 1]
['年', 'm', 1]
['静安', 'nr', 1]
['病人', 'n', 1]
['辰龙', 'nz', 1]
['一边', 'd', 1]
['雪山', 'nr', 1]
['盖世', 'nrt', 1]
['画楼', 'n', 1]
['肌肤', 'n', 1]
['敝', 'r', 1]
['家室', 'n', 1]
['岳父', 'nr', 1]
['幡', 'ng', 1]
['前年', 't', 1]
['章程', 'n', 1]
['人儿', 'n', 1]
['滑冰', 'nr', 1]
['玉箫', 'nr', 1]
['种草', 'n', 1]
['湘云', 'ns', 1]
['水源', 'n', 1]
['触目', 'n', 1]
['双打', 'nz', 1]
['尘飞', 'i', 1]
['观察', 'v', 1]
['烈女', 'n', 1]
['老龄', 'n', 1]
['腐草', 'n', 1]
['通关', 'vn', 1]
['艺文', 'n', 1]
['大盗', 'n', 1]
['转机', 'n', 1]
['沃', 'nr', 1]
['未尽', 'd', 1]
['平头', 'n', 1]
['官', 'n', 1]
['十天', 'm', 1]
['猿臂', 'n', 1]
['爱财', 'v', 1]
['瑞兆', 'nz', 1]
['日', 'm', 1]
['禹碑', 'nr', 1]
['幽冥', 'a', 1]
['称奇', 'n', 1]
['诸生', 'nr', 1]
['营养', 'n', 1]
['黑云', 'nr', 1]
['枕流', 'n', 1]
['蒙古', 'ns', 1]
['含青', 'nr', 1]
['时', 'ng', 1]
['恨少', 'd', 1]
['炎帝', 'nrt', 1]
['家庄', 'n', 1]
['臭味', 'n', 1]
['命根', 'n', 1]
['叛将', 'n', 1]
['屋', 'n', 1]
['西府', 'n', 1]
['乐', 'a', 1]
['相见', 'v', 1]
['长幼', 'd', 1]
['神马', 'n', 1]
['立言', 'n', 1]
['密林', 'ns', 1]
['染色', 'n', 1]
['高树', 'n', 1]
['纠', 'zg', 1]
['北平', 'ns', 1]
['禽兽', 'n', 1]
['歪理', 'v', 1]
['言情', 'n', 1]
['宛', 'nr', 1]
['瘦', 'a', 1]
['攻击', 'v', 1]
['嗓子', 'n', 1]
['笃', 'ag', 1]
['锦', 'ng', 1]
['死去', 'v', 1]
['贴体', 'n', 1]
['兔影', 'n', 1]
['地板', 'n', 1]
['惊飞', 'v', 1]
['亲友', 'n', 1]
['海岸', 's', 1]
['圣手', 'n', 1]
['貂蝉', 'n', 1]
['风琴', 'n', 1]
['八珍', 'b', 1]
['抽筋', 'v', 1]
['彩球', 'n', 1]
['翻盘', 'v', 1]
['木质', 'n', 1]
['场内', 's', 1]
['鹑', 'x', 1]
['这般', 'r', 1]
['温度', 'n', 1]
['中', 'f', 1]
['身价', 'n', 1]
['垂老', 'n', 1]
['劲草', 'n', 1]
['积分', 'ad', 1]
['水滨', 'n', 1]
['顺溜', 'z', 1]
['茱萸', 'n', 1]
['浴日', 'n', 1]
['招贤', 'nr', 1]
['耍滑', 'v', 1]
['微笑', 'vn', 1]
['嘉庆', 'ns', 1]
['墨池', 'ns', 1]
['痛饮', 'v', 1]
['仙乡', 'ns', 1]
['笔尖', 'n', 1]
['当日', 't', 1]
['观心', 'n', 1]
['落款', 'n', 1]
['四君子', 'nr', 1]
['樊笼', 'nr', 1]
['祸国', 'n', 1]
['走运', 'v', 1]
['兼容', 'v', 1]
['甘心', 'n', 1]
['废纸', 'n', 1]
['乘龙', 'nz', 1]
['心潮', 'n', 1]
['囊', 'ng', 1]
['来', 'v', 1]
['务工', 'v', 1]
['写真', 'v', 1]
['飞车', 'n', 1]
['道', 'q', 1]
['繁忙', 'a', 1]
['暗算', 'v', 1]
['构', 'v', 1]
['后悔', 'v', 1]
['瘟', 'n', 1]
['孔门', 'nr', 1]
['倒影', 'n', 1]
['现身', 'n', 1]
['同形', 'n', 1]
['冷', 'a', 1]
['篓', 'zg', 1]
['杀青', 'n', 1]
['数茎', 'n', 1]
['掌门', 'n', 1]
['独裁', 'v', 1]
['桂影', 'nr', 1]
['易建联', 'nr', 1]
['冬季', 't', 1]
['万贯', 'nr', 1]
['食客', 'n', 1]
['绣衣', 'n', 1]
['黑雾', 'n', 1]
['归燕', 'nr', 1]
['加薪', 'nr', 1]
['不倒翁', 'n', 1]
['自律', 'n', 1]
['处', 'n', 1]
['心碎', 'v', 1]
['澄心', 'v', 1]
['圈地', 'n', 1]
['大军', 'n', 1]
['子息', 'n', 1]
['兼程', 'v', 1]
['永', 'ns', 1]
['眉眼', 'n', 1]
['蜗角', 'n', 1]
['卫士', 'n', 1]
['泼泼', 'a', 1]
['富婆', 'nr', 1]
['权威', 'nr', 1]
['口气', 'n', 1]
['僚', 'n', 1]
['世', 'n', 1]
['合意', 'v', 1]
['老娘', 'n', 1]
['天', 'q', 1]
['先哲', 'n', 1]
['憎', 'v', 1]
['厨艺', 'n', 1]
['提干', 'v', 1]
['鸟', 'n', 1]
['诘', 'v', 1]
['正切', 'ad', 1]
['跌宕', 'v', 1]
['绝佳', 'z', 1]
['凡间', 'n', 1]
['献金', 'nrt', 1]
['鼠目', 'n', 1]
['竹杠', 'n', 1]
['沾濡', 'i', 1]
['困惑', 'a', 1]
['舞鹤', 'n', 1]
['侪', 'n', 1]
['营私', 'vn', 1]
['浮杯', 'n', 1]
['遒', 'a', 1]
['群居', 'n', 1]
['独享', 'v', 1]
['平均', 'a', 1]
['数枝', 'n', 1]
['雪人', 'n', 1]
['同志', 'n', 1]
['紫绶', 'nr', 1]
['云根', 'ns', 1]
['大河', 'ns', 1]
['潜水', 'n', 1]
['效颦', 'v', 1]
['骂名', 'v', 1]
['注目', 'n', 1]
['适中', 'v', 1]
['竹帛', 'n', 1]
['国产', 'n', 1]
['繁阴', 'ns', 1]
['杞', 'ns', 1]
['治学', 'n', 1]
['青城', 'ns', 1]
['键', 'n', 1]
['茅房', 'n', 1]
['看灯', 'v', 1]
['青杨', 'nr', 1]
['悬鱼', 'n', 1]
['正始', 'v', 1]
['游海', 'nr', 1]
['疏烟', 'v', 1]
['畲', 'j', 1]
['象形', 'n', 1]
['甲骨', 'n', 1]
['手握', 'v', 1]
['自夸', 'v', 1]
['老弟', 'n', 1]
['推崇', 'v', 1]
['独悲', 'a', 1]
['编成', 'v', 1]
['凡世', 'nrt', 1]
['流离', 'v', 1]
['武大', 'j', 1]
['拾荒', 'v', 1]
['对饮', 'n', 1]
['学者', 'n', 1]
['北丐', 'n', 1]
['活血', 'vn', 1]
['战事', 'n', 1]
['遗像', 'n', 1]
['上', 'f', 1]
['往事', 'v', 1]
['来', 'v', 1]
['半壁', 'n', 1]
['蔽日', 'v', 1]
['奇', 'ag', 1]
['生', 'vn', 1]
['绿化', 'n', 1]
['山灵', 'nr', 1]
['转世', 'v', 1]
['韵味', 'n', 1]
['山寒', 'nr', 1]
['千里', 'q', 1]
['失德', 'n', 1]
['长鞭', 'n', 1]
['猢狲', 'n', 1]
['挂入', 'v', 1]
['婷婷', 'z', 1]
['贵处', 'n', 1]
['江', 'nr', 1]
['苍鹰', 'nr', 1]
['停水', 'v', 1]
['马兜铃', 'n', 1]
['食堂', 'n', 1]
['玉门关', 'ns', 1]
['尘襟', 'i', 1]
['电能', 'n', 1]
['抬脚', 'v', 1]
['子美诗', 'nr', 1]
['映霞', 'nr', 1]
['单色', 'n', 1]
['阳台', 'n', 1]
['两位', 'm', 1]
['雾水', 'n', 1]
['旧作', 'n', 1]
['曲艺', 'n', 1]
['洞府', 'n', 1]
['烈焰', 'n', 1]
['满载', 'v', 1]
['酷暑', 'v', 1]
['京华', 'nz', 1]
['地痞', 'n', 1]
['鬼神', 'n', 1]
['两对', 'm', 1]
['汤圆', 'nr', 1]
['吹', 'v', 1]
['飞', 'n', 1]
['半碗', 'm', 1]
['日', 'm', 1]
['治疗', 'v', 1]
['归', 'v', 1]
['熟食', 'v', 1]
['锣', 'n', 1]
['久安', 'nrt', 1]
['冰魂', 'n', 1]
['沓', 'zg', 1]
['武库', 'n', 1]
['亮光', 'n', 1]
['压力', 'n', 1]
['花冠', 'n', 1]
['闹心', 'v', 1]
['小生', 'n', 1]
['斗争', 'vn', 1]
['数十', 'm', 1]
['邀功', 'v', 1]
['神力', 'n', 1]
['麦浪', 'nz', 1]
['海隅', 'nrt', 1]
['清神', 'n', 1]
['金匮', 'i', 1]
['水淹', 'nr', 1]
['多出', 'm', 1]
['烟', 'n', 1]
['横财', 'v', 1]
['醉魂', 'n', 1]
['犁田', 'nz', 1]
['聘礼', 'v', 1]
['忧心', 'a', 1]
['鱼腹', 'n', 1]
['真神', 'n', 1]
['人', 'n', 1]
['棉花', 'n', 1]
['安平', 'nr', 1]
['文豪', 'n', 1]
['剖', 'n', 1]
['送行', 'v', 1]
['消日', 'n', 1]
['圆融', 'n', 1]
['仙鹤', 'n', 1]
['离身', 'v', 1]
['俗子', 'n', 1]
['露点', 'n', 1]
['去岁', 't', 1]
['尹', 'nr', 1]
['曝', 'zg', 1]
['朝烟', 'n', 1]
['清夜', 't', 1]
['偃息', 'i', 1]
['手里', 's', 1]
['一介', 'n', 1]
['理光', 'n', 1]
['阳山', 'ns', 1]
['博闻', 'n', 1]
['红', 'a', 1]
['怒放', 'v', 1]
['寒气', 'n', 1]
['帽檐', 'n', 1]
['政权', 'n', 1]
['羽箭', 'n', 1]
['露头', 'v', 1]
['成材', 'n', 1]
['浓妆', 'n', 1]
['葵花', 'n', 1]
['果树', 'n', 1]
['血流', 'n', 1]
['莺花', 'i', 1]
['准', 'v', 1]
['垲', 'zg', 1]
['拜师', 'n', 1]
['共度', 'd', 1]
['带', 'v', 1]
['千钟', 'm', 1]
['论诗', 'n', 1]
['锦帐', 'n', 1]
['晶晶', 'n', 1]
['唱晓', 'v', 1]
['开头', 'v', 1]
['旧闻', 'n', 1]
['援琴', 'n', 1]
['天使', 'n', 1]
['望海', 'ns', 1]
['上党', 'n', 1]
['遣怀', 'v', 1]
['长吟', 'z', 1]
['红艳', 'nr', 1]
['虫声', 'n', 1]
['老', 'a', 1]
['柳青', 'nr', 1]
['瓮', 'n', 1]
['武当', 'n', 1]
['经理', 'n', 1]
['回流', 'v', 1]
['几首', 'm', 1]
['花梢', 'nr', 1]
['手勤', 'n', 1]
['四眼', 'm', 1]
['教诲', 'v', 1]
['早婚', 'v', 1]
['赛事', 'n', 1]
['解缆', 'n', 1]
['租房', 'n', 1]
['通明', 'v', 1]
['圆圈', 'n', 1]
['山鸟', 'n', 1]
['恒沙', 'nz', 1]
['俟', 'zg', 1]
['美', 'ns', 1]
['出笼', 'v', 1]
['好莱坞', 'ns', 1]
['方平', 'n', 1]
['俨然', 'v', 1]
['片语', 'nz', 1]
['绿衣', 'n', 1]
['倾力', 'n', 1]
['乳臭', 'n', 1]
['武人', 'n', 1]
['五花', 'n', 1]
['笔', 'q', 1]
['一瓢', 'm', 1]
['委托', 'n', 1]
['三', 'm', 1]
['垂枝', 'i', 1]
['得利', 'v', 1]
['日夜', 't', 1]
['省心', 'n', 1]
['黑暗', 'z', 1]
['漱', 'v', 1]
['苦辛', 'a', 1]
['吉利', 'ns', 1]
['久', 'a', 1]
['肘', 'ng', 1]
['风暴', 'n', 1]
['碣石', 'n', 1]
['有待', 'v', 1]
['髯', 'ng', 1]
['来', 'v', 1]
['雨淋', 'nr', 1]
['孜孜', 'l', 1]
['后土', 'n', 1]
['胡须', 'd', 1]
['守旧', 'v', 1]
['检点', 'n', 1]
['地盘', 'n', 1]
['七条', 'm', 1]
['藏云', 'nr', 1]
['泯', 'vg', 1]
['拍案', 'v', 1]
['妙计', 'n', 1]
['动物', 'n', 1]
['老君', 'nr', 1]
['整齐', 'd', 1]
['来', 'v', 1]
['贤臣', 'n', 1]
['胜概', 'n', 1]
['玉润', 'n', 1]
['鸳梦', 'n', 1]
['导弹', 'n', 1]
['昆明', 'ns', 1]
['式样', 'n', 1]
['黄云', 'nr', 1]
['玉', 'n', 1]
['云容', 'n', 1]
['岩穴', 'n', 1]
['雨季', 't', 1]
['专攻', 'vn', 1]
['森罗', 'nr', 1]
['引水', 'v', 1]
['青泥', 'n', 1]
['嶂', 'g', 1]
['抽条', 'a', 1]
['为', 'p', 1]
['夜游', 'n', 1]
['红运', 'n', 1]
['低吟', 'v', 1]
['不种', 'm', 1]
['唐僧', 'nr', 1]
['怜', 'v', 1]
['参军', 'n', 1]
['护短', 'v', 1]
['扪心', 'i', 1]
['岌岌', 'i', 1]
['加餐', 'v', 1]
['楚辞', 'nr', 1]
['战将', 'n', 1]
['乡下', 's', 1]
['聚沫', 'n', 1]
['妙香', 'nr', 1]
['欢呼', 'v', 1]
['火腿', 'n', 1]
['抽身', 'v', 1]
['铗', 'g', 1]
['雨', 'n', 1]
['跻攀', 'v', 1]
['花名', 'n', 1]
['全消', 'v', 1]
['生火', 'n', 1]
['分清', 'v', 1]
['好玩', 'v', 1]
['长庚', 'nrt', 1]
['古物', 'n', 1]
['别字', 'n', 1]
['蜜甜', 'n', 1]
['中医', 'j', 1]
['平实', 'a', 1]
['雨', 'n', 1]
['娱心', 'n', 1]
['建功', 'n', 1]
['毕业', 'n', 1]
['敌', 'ng', 1]
['堤畔', 'n', 1]
['双鱼', 'n', 1]
['婉转', 'v', 1]
['起', 'v', 1]
['扶犁', 'ns', 1]
['粉蝶', 'n', 1]
['盛行', 'v', 1]
['描眉', 'v', 1]
['动武', 'n', 1]
['利多', 'nrt', 1]
['上', 'f', 1]
['中', 'f', 1]
['束缚', 'vn', 1]
['官', 'n', 1]
['云', 'n', 1]
['有实', 'l', 1]
['及', 'c', 1]
['药山', 'n', 1]
['益智', 'nr', 1]
['祭天', 'n', 1]
['眉峰', 'n', 1]
['亩', 'q', 1]
['大国', 'ns', 1]
['气短', 'n', 1]
['何谈', 'v', 1]
['琼玉', 'nr', 1]
['蔗', 'n', 1]
['观云', 'n', 1]
['驱鬼', 'n', 1]
['善行', 'v', 1]
['青葱', 'b', 1]
['酝酿', 'v', 1]
['大', 'a', 1]
['狗脊', 'n', 1]
['公司', 'n', 1]
['追远', 'v', 1]
['贬', 'v', 1]
['丹田', 'nr', 1]
['当今', 't', 1]
['鸣金', 'n', 1]
['如愿', 'v', 1]
['入药', 'v', 1]
['游泳', 'vn', 1]
['一层', 'm', 1]
['荏苒', 'v', 1]
['偷天', 'i', 1]
['讲理', 'n', 1]
['红药', 'n', 1]
['高', 'a', 1]
['心曲', 'n', 1]
['扶轮', 'n', 1]
['处分', 'n', 1]
['小店', 'n', 1]
['桂', 'j', 1]
['相爱', 'v', 1]
['正身', 'v', 1]
['旅途', 'n', 1]
['礁', 'n', 1]
['二娘', 'n', 1]
['德望', 'nr', 1]
['闺中', 'n', 1]
['天容', 'n', 1]
['无生', 'v', 1]
['传真', 'v', 1]
['用尽', 'v', 1]
['酒都', 'ns', 1]
['蓑衣', 'n', 1]
['柔风', 'n', 1]
['归程', 'n', 1]
['坦白', 'n', 1]
['素', 'n', 1]
['苟', 'nr', 1]
['竞争', 'vn', 1]
['长', 'a', 1]
['书集', 'n', 1]
['文雅', 'nr', 1]
['沙渚', 'ns', 1]
['坐', 'v', 1]
['古塞', 'nr', 1]
['耳', 'n', 1]
['凛冽', 'a', 1]
['未央', 'n', 1]
['党旗', 'n', 1]
['荷包', 'n', 1]
['将士', 'n', 1]
['独轮', 'n', 1]
['宏观', 'n', 1]
['时期', 'n', 1]
['龙宫', 'nr', 1]
['执鞭', 'v', 1]
['名教', 'n', 1]
['雁鸣', 'nr', 1]
['纤丝', 'n', 1]
['斜', 'v', 1]
['照面', 'n', 1]
['剑锋', 'n', 1]
['纫', 'g', 1]
